logFC	AveExpr	t	P.Value	adj.P.Val	B
1178	-0.799234614874428	2.09570432028233	-4.92285045725844	1.18945306337297e-06	7.99907185118322e-05	5.03906264467151
3520	-0.785234811060159	2.08862981744485	-4.9118348967869	1.25475208855412e-06	8.32862068129886e-05	4.98913834813491
314	-1.22854731004502	2.75992010818555	-4.90034776681018	1.34538656704363e-06	8.81573172328202e-05	4.91476655459137
3600	-1.0413084336029	2.90593072104225	-4.89305837499255	1.38380043310358e-06	8.95266330834478e-05	4.88453833211564
4790	-0.915629628643795	2.66814802124026	-4.88134702660646	1.45456331453435e-06	9.29284137573131e-05	4.8459186077692
1353	-0.695037357755153	3.05153682587173	-4.84516656442724	1.73025318699082e-06	0.000109176839984075	4.67051288178951
5377	-0.882557980185231	2.83377985269378	-4.81393723800747	2.00913341348871e-06	0.000123141011833119	4.53825280925386
3285	-0.953043821991383	3.32710141267785	-4.81300811013588	2.02383975620857e-06	0.000123141011833119	4.5112014959802
4500	-0.679983609815844	6.53036262158986	-4.82691567632696	1.88814803692457e-06	0.000117686885569774	4.51061072679742
1479	-1.01748598965649	3.1172412911323	-4.76313591739279	2.57328820816391e-06	0.00015473030625795	4.2987295677104
83	0.638098368332568	7.33688754871365	4.73275817350443	2.94988216082113e-06	0.000175312182836707	4.07637013830688
1352	-0.665365934377175	3.21905446816522	-4.70249194201768	3.39949156175001e-06	0.0001997103605989	4.02726783685913
4543	0.756071717696395	5.9595067522754	4.69528137040773	3.51650846691061e-06	0.000204237213345229	3.94193345547308
5323	-0.657222411537462	3.40017673318473	-4.64741452187019	4.392198278244e-06	0.000252230622473091	3.77725339372478
3601	-1.04591849077995	3.22193192188049	-4.64375934425411	4.5081885059763e-06	0.000256015016156054	3.75965127429505
3703	-0.847038129398626	3.17187821246143	-4.5810405004484	5.96296776824819e-06	0.000334909101796885	3.49901269093879
3996	-0.790990219225435	2.17934264284208	-4.57412622620917	6.15277042524359e-06	0.000341813148298043	3.48943693056561
2329	-0.780944602205874	4.4810005425162	-4.55377128553905	6.75160899201322e-06	0.000371048102776124	3.35685500506581
2633	0.767327883310713	3.40961037509898	4.53559025647605	7.33221345986341e-06	0.00039866960631236	3.31432802837742
1611	0.967355174064623	2.86659147065965	4.51719441715604	8.00449246135227e-06	0.000430641694420752	3.24015945307037
552	-0.691215136055722	2.81467438120194	-4.50848673469441	8.28847545311484e-06	0.000441274979592395	3.19995242783194
328	-0.762748134875398	2.29538570112665	-4.46593797204028	1.00358708864179e-05	0.00052340138878043	3.02966732546603
829	-0.763836991015561	4.91526827932686	-4.47148854029579	9.79035789239423e-06	0.000515861022556978	3.02768951495308
296	-0.693314813541492	2.48634107872194	-4.42347393040844	1.21278301525419e-05	0.000614866717287832	2.85042605629006
1639	-0.728388017208774	2.01596559253495	-4.42224327693306	1.21942979638798e-05	0.000614866717287832	2.84791157841633
968	-0.822739370334699	2.99966098138033	-4.42372154195318	1.21171754273884e-05	0.000614866717287832	2.84774970554985
97	0.784813284824492	2.16248973518569	4.42086198486085	1.22708677682174e-05	0.000614866717287832	2.84216259370979
3654	-0.745072598288132	2.74211351381436	-4.37602344719487	1.49599764347444e-05	0.000739668448457617	2.64727117247054
1014	-0.716050624704607	2.6626675374553	-4.37463260131292	1.50509721462712e-05	0.000739668448457617	2.6434157100913
2297	-0.788856847568661	4.60814453814684	-4.36237270918524	1.58918763804391e-05	0.000773556001718325	2.55255410063777
1111	-0.900968302873734	2.4337955629525	-4.35050615728137	1.6767777136735e-05	0.000808491593828797	2.54745832258692
284	-0.764456712514068	2.63353837545179	-4.31461678847503	1.95730722641245e-05	0.000934934320952713	2.40399970761234
4798	-0.654252044308684	1.96828086087493	-4.293802182192	2.14216854331725e-05	0.00100543097043669	2.32045294990465
2648	0.772974140262689	2.46290544072689	4.29360554468992	2.14423744428877e-05	0.00100543097043669	2.31778608931946
51	-0.713098666396493	2.10405777488321	-4.28325492353729	2.2422255436491e-05	0.00104181952305369	2.27763806378944
2113	0.621710132291705	8.10250397602568	4.25952760139354	2.48387858542941e-05	0.0011437030135252	2.08990593748744
5334	-0.729402542753551	2.82266951097786	-4.20364971430653	3.15516734077237e-05	0.00142708498041483	1.95162365603345
1475	-0.60246208746079	2.56250222072384	-4.17968954290952	3.49286298589374e-05	0.0015420989631888	1.85817265169114
3657	-0.71193393961214	2.89912818787234	-4.16858450100883	3.6610963733081e-05	0.00158575114948963	1.8063008627952
3131	-1.11119303932328	4.11858342479194	-4.17924868055749	3.53014241230853e-05	0.0015420989631888	1.80526998524156
3644	-0.948464446966331	2.95957407073489	-4.14253325623156	4.10941590191798e-05	0.0017502687228919	1.70252196660281
2714	-1.08778190928131	3.70858161593164	-4.14580163149571	4.06371315991193e-05	0.00174534772775713	1.68515438128279
2245	-0.662542697262887	3.49164775032756	-4.13065429327254	4.29486435683676e-05	0.00181413650642915	1.66000258004679
1936	-0.597934251752718	2.28097680986965	-4.12546767077115	4.38927379235531e-05	0.00183881789776459	1.64883486434448
1850	-1.0930368674318	3.40776558070131	-4.12067839083297	4.5144416075509e-05	0.00186075089162844	1.60041382578006
3154	-0.621266093910014	3.20218182115785	-4.09271914532257	5.03255236121171e-05	0.00202530512741363	1.49775879089793
4098	-0.716559704726838	4.52948765765551	-4.06083877157595	5.74526037064264e-05	0.00227628106622903	1.35334797229654
4013	-0.607484434635603	2.74541611167856	-4.04999370638732	6.00735687308036e-05	0.00236181545987029	1.34938846241293
3155	-0.618259763775198	3.11637470851806	-3.98911106545955	7.71063655136664e-05	0.00300832545145304	1.10406226331932
3264	-0.664322435145493	2.6747241129079	-3.95863789490164	8.72653304127587e-05	0.00335348198300458	1.00559632288972
2937	-0.707825376227941	2.92927223733053	-3.93542823084208	9.584583222212e-05	0.00360197094475923	0.913990705191619
3451	-0.703418746456653	4.14247727648206	-3.93989704793653	9.41537178268342e-05	0.00356459001342925	0.885490683033385
3194	0.781733978036849	6.48731822274881	3.9161582223758	0.000103617025879377	0.00386559576109119	0.843990001659473
1188	-0.619689035992324	2.14293829441918	-3.91048833627478	0.000105938025128683	0.00392354526400508	0.830852916854987
3487	-0.963704202502949	6.03253774988136	-3.90022265651292	0.000111055796418305	0.00402557571272308	0.762335424517141
5162	0.625232950650625	3.61731882170644	3.88612633911706	0.000116770934341593	0.00420293130577382	0.723258837132851
5325	0.652570463625325	4.22393381430427	3.85886413492992	0.000130138330711609	0.00461900700185439	0.621151776158988
4153	-0.727882923578303	2.1500949603177	-3.84763348929294	0.000136069119998498	0.00479620187801603	0.598522707429804
192	0.811605350489405	3.74306017612937	3.84465771899777	0.000138040285735104	0.00483235548213777	0.566327360781608
2735	0.631781395856832	2.84648437818527	3.83842729033772	0.000141085510281525	0.00490536083706718	0.562317539702374
3818	-0.631927191313158	3.58595498872437	-3.8289644559896	0.000146454302025571	0.00505762120035602	0.485831127250957
5436	-0.783838491278546	3.14290095716057	-3.81142370280507	0.000157110775462515	0.00538921592878464	0.455707975096336
5009	-0.745644682903633	4.46349856294822	-3.79136078063231	0.000169905847971945	0.00578925859323075	0.35731551934605
4377	-0.673806688612122	2.85982743866788	-3.77273180203687	0.000182501721608775	0.00613662038909505	0.323715685240465
2541	-0.722068200853951	3.39230510134844	-3.7070086103141	0.000235288202432831	0.00763210950459574	0.0804788084315327
96	0.689051593182922	3.35305919953253	3.70625379629805	0.000235936862008634	0.00763210950459574	0.0617108715975423
1104	-0.586485563444371	5.98797042073824	-3.72229016310354	0.000221808766905889	0.0072670808183077	0.0497547199964634
1981	-0.629999654222259	2.78559804928215	-3.6964448048897	0.000244906470494821	0.00786679688064979	0.0448803260808264
1612	0.770532641194261	2.89044085901088	3.68360877800973	0.000257556052944126	0.00817620488569832	0.00730839837678499
891	0.787661998329395	2.12813452216514	3.66564805371758	0.000275936181871284	0.00865220751867565	-0.0532667687777737
3655	0.674903827748067	3.0479770404042	3.65434497521389	0.000287477222107845	0.00890482474056482	-0.103162018633394
5049	0.67193516127541	3.22861383947402	3.61077602161709	0.000338766000121487	0.0103061489679817	-0.245587685663809
347	1.04933740811816	3.21386756205748	3.58691839917312	0.000372207603877775	0.0109892928279107	-0.333460547524798
900	0.710484127680331	6.10060582596344	3.59592388418268	0.000358553474908217	0.0107798047662111	-0.340554890664386
1519	1.0152414375076	3.99725735091381	3.58936892892223	0.000368824900256113	0.0109892928279107	-0.348644504059274
5150	0.595362100381144	3.62182173906908	3.58686728103129	0.000370418313007198	0.0109892928279107	-0.361916714955754
434	-0.620549312564915	3.92203513552535	-3.58420484898048	0.000374121884573756	0.0109892928279107	-0.37805549709014
3162	-0.823637568436961	4.48975820411478	-3.57192675321486	0.000393069684142358	0.0114146542934749	-0.409792088076938
4565	-0.585320321688775	4.23245717558762	-3.577680801477	0.000383321386814082	0.0111951749028958	-0.413047419882191
4154	-0.67826129821505	2.24085936679145	-3.52138253351106	0.000472058105227551	0.0129714461065485	-0.548598305438546
5005	-0.647311433473262	2.60844558080972	-3.48487254646477	0.000539423126147233	0.0144980483225364	-0.67631305621051
864	-1.02013767562798	5.33747929304705	-3.48491731387823	0.000541797540521316	0.0144980483225364	-0.725655833770722
2766	-0.735405862647148	4.47203120438912	-3.48512004278553	0.000540353357938187	0.0144980483225364	-0.726242340295238
1287	-0.726716134278328	2.98173736855555	-3.42587628422011	0.000668807954654733	0.0171772736494489	-0.883938952557457
2762	-0.594909441533934	2.74140966605668	-3.41397596754557	0.000696704647543605	0.017715708724355	-0.907881911010043
3547	-0.602776919000274	4.18985758027988	-3.39485959039731	0.000745938384576333	0.0185975174808275	-0.998933416181137
2501	0.700075496327436	2.55223760590788	3.38460648400854	0.000774257994674492	0.0192098670426278	-1.00314956104796
5491	-0.648491764555038	4.47651770846613	-3.36793250061001	0.000821142218367774	0.0199850375146557	-1.09711445006341
1494	-0.639558092398947	2.536501494548	-3.35298184590676	0.000865337719769407	0.0207640426560631	-1.10282281579499
5594	0.594442372121361	5.43064884717042	3.36070726407703	0.000842136613806802	0.0203026426092762	-1.14701019692174
2226	-0.611776972206084	2.15539966904773	-3.3351952474776	0.000921180282078617	0.0214393029567376	-1.15865548940876
4959	-0.787888064591649	3.52406344395095	-3.2662680340583	0.0011744838362613	0.0256529354150918	-1.40586267112918
1322	0.603757353034122	3.59788812424917	3.15353255577114	0.00171851974914067	0.0342509932511541	-1.73544255015285
1461	-0.596049294437956	1.99400346872278	-3.12547939805407	0.00188723258761561	0.0361260140648066	-1.80795807266212
3023	-0.711908048588515	2.78262468694566	-3.11961036591666	0.00192820795421863	0.0366978160611913	-1.84023827522322
654	0.820343798450011	3.22182744273195	3.10339565585088	0.00203624602752205	0.0375713120818237	-1.88481048639323
5201	0.785550558906675	2.76071917650144	3.01821330669599	0.00269001081712308	0.0457407772123848	-2.13604091199801
1974	0.669260097750062	5.32264078269409	3.01766699335981	0.00269379259262919	0.0457407772123848	-2.20095924094345
191	0.668231101765768	3.87196440561195	2.99789281499606	0.00287003828376171	0.0472411624124011	-2.2096301766602
4693	1.03339705779092	3.84078862375821	2.99630529776357	0.00288776267784186	0.0473056251488773	-2.24178891680138
5537	0.681847605382232	4.12956407739013	2.97494890304184	0.003090627232255	0.0499893872438688	-2.31659527329784
