GeneSymbol	n	Tissues
2228	RAB27B	1	1
2229	RAB36	1	1
2230	RAB38	1	1
2231	RAC1	1	1
2232	RAI14	1	1
2233	RAPGEF1	1	1
2234	RARA	1	1
2235	RASAL3	1	1
2236	RASSF5	1	1
2237	RASSF6	1	1
2238	RBM24	1	1
2239	RGS1	1	1
2240	RGS11	1	1
2241	RHBDL3	1	1
2242	RIC3	1	1
2243	RNF43	1	1
2244	RP11-175P13.3	1	1
2245	RP11-295K3.1	1	1
2246	RP11-379F4.4	1	1
2247	RP11-392P7.6	1	1
2248	RP11-411B6.6	1	1
2249	RP11-532F12.5	1	1
2250	RP11-597D13.9	1	1
2251	RP11-66B24.2	1	1
2252	RP11-706O15.1	1	1
2253	RP5-1120P11.1	1	1
2254	RPE	1	1
2255	RPS6KA5	1	1
2256	RUFY1	1	1
2257	RUNX1	1	1
2258	S100A10	1	1
2259	S100A13	1	1
2260	SCG5	1	1
2261	SCRIB	1	1
2262	SCUBE2	1	1
2263	SDC1	1	1
2264	SEC14L1	1	1
2265	SEMA5A	1	1
2266	SEPT6	1	1
2267	SESN3	1	1
2268	SHANK3	1	1
2269	SIDT1	1	1
2270	SKAP1	1	1
2271	SLC12A9	1	1
2272	SLC15A2	1	1
2273	SLC26A5	1	1
2274	SLC2A9	1	1
2275	SLC37A3	1	1
2276	SLC3A2	1	1
2277	SLK	1	1
2278	SMOC2	1	1
2279	SNF8	1	1
2280	SOSTDC1	1	1
2281	SOX10	1	1
2282	SOX9-AS1	1	1
2283	SP4	1	1
2284	SPAST	1	1
2285	SPATA13	1	1
2286	SPDEF	1	1
2287	SRCIN1	1	1
2288	SSPO	1	1
2289	ST6GALNAC2	1	1
2290	ST6GALNAC6	1	1
2291	STAC	1	1
2292	STEAP3	1	1
2293	SULF2	1	1
2294	SUSD3	1	1
2295	SUSD4	1	1
2296	SYNE4	1	1
2297	SYT7	1	1
2298	TAGAP	1	1
2299	TBC1D13	1	1
2300	TBC1D15	1	1
2301	TBC1D32	1	1
2302	TBX19	1	1
2303	TC2N	1	1
2304	TCIRG1	1	1
2305	TEX9	1	1
2306	TFAP4	1	1
2307	TLR1	1	1
2308	TMC4	1	1
2309	TMEM130	1	1
2310	TMEM159	1	1
2311	TMEM176B	1	1
2312	TMEM184A	1	1
2313	TMEM199	1	1
2314	TMEM255A	1	1
2315	TMEM267	1	1
2316	TNS4	1	1
2317	TRIM29	1	1
2318	TSNAXIP1	1	1
2319	TSPAN1	1	1
2320	TTC12	1	1
2321	TTC28	1	1
2322	TUBD1	1	1
2323	UBE2Q2P2	1	1
2324	UBL7	1	1
2325	UCHL1	1	1
2326	USO1	1	1
2327	USP43	1	1
2328	USP6	1	1
2329	VAMP1	1	1
2330	VANGL2	1	1
2331	WDR78	1	1
2332	WNT2	1	1
2333	WNT5B	1	1
2334	WNT6	1	1
2335	YPEL4	1	1
2336	ZFAND6	1	1
2337	ZIM2	1	1
2338	ZNF627	1	1
2339	ZNF706	1	1
2340	ZNF737	1	1
2341	ZNF738	1	1
2342	ZNF774	1	1
2343	ZNF793	1	1
2344	ZYX	1	1
2345	PPIE	1	1
2346	TRAPPC2	1	1
2347	EPB41L3	1	1
2348	TDRP	1	1
2349	CDNF	1	1
2350	HELB	1	1
2351	P2RX7	1	1
2352	MYL6	1	1
2353	ITGAX	1	1
2354	PCSK2	1	1
2355	CD19	1	1
2356	ADAM17	1	1
2357	ADAP2	1	1
2358	ALDH3B1	1	1
2359	ARHGEF40	1	1
2360	ASH1L	1	1
2361	CAMK2D	1	1
2362	CCDC51	1	1
2363	DPYSL4	1	1
2364	ERCC3	1	1
2365	F5	1	1
2366	FAM133B	1	1
2367	FMO5	1	1
2368	GALK2	1	1
2369	GBE1	1	1
2370	GGA2	1	1
2371	GTDC1	1	1
2372	HELZ	1	1
2373	ILF2	1	1
2374	LAPTM4B	1	1
2375	MBNL3	1	1
2376	MEG3	1	1
2377	MTO1	1	1
2378	MYL4	1	1
2379	NAA20	1	1
2380	NAE1	1	1
2381	OXNAD1	1	1
2382	PDSS1	1	1
2383	PIGN	1	1
2384	PPP4R1L	1	1
2385	PROSC	1	1
2386	PRRC2C	1	1
2387	RALGAPB	1	1
2388	RPF2	1	1
2389	RPL13A	1	1
2390	RPL22L1	1	1
2391	STRN4	1	1
2392	TERF2	1	1
2393	TMEM106C	1	1
2394	TP53I13	1	1
2395	TRAPPC11	1	1
2396	TRMT10B	1	1
2397	UBR4	1	1
2398	WDR48	1	1
2399	XRCC5	1	1
2400	ZDHHC16	1	1
2401	ZNF24	1	1
2402	ZNF764	1	1
2403	ACSS2	1	1
2404	ADCY7	1	1
2405	ADNP2	1	1
2406	AIF1L	1	1
2407	ALDH18A1	1	1
2408	ALMS1	1	1
2409	AP3S2	1	1
2410	ARL8B	1	1
2411	ATP13A2	1	1
2412	ATP6V1H	1	1
2413	BCO2	1	1
2414	BRCA1	1	1
2415	BSCL2	1	1
2416	CCNB1IP1	1	1
2417	CDAN1	1	1
2418	CHD7	1	1
2419	CHD8	1	1
2420	CHRM2	1	1
2421	CHUK	1	1
2422	CLPX	1	1
2423	CNN2	1	1
2424	CRNKL1	1	1
2425	CTSD	1	1
2426	DAGLA	1	1
2427	DDX54	1	1
2428	DNAJC17	1	1
2429	DNM1	1	1
2430	EI24	1	1
2431	EPS15L1	1	1
2432	EXOC3L1	1	1
2433	FAM107A	1	1
2434	FAM219A	1	1
2435	FASN	1	1
2436	FBXL3	1	1
2437	FCAR	1	1
2438	GATAD2B	1	1
2439	GLTP	1	1
2440	GPR107	1	1
2441	GSTZ1	1	1
2442	HDAC9	1	1
2443	HERC2P9	1	1
2444	HMOX2	1	1
2445	HSPD1	1	1
2446	HUWE1	1	1
2447	IFT80	1	1
2448	INIP	1	1
2449	ITFG1	1	1
2450	KATNB1	1	1
2451	KCTD18	1	1
2452	KLC1	1	1
2453	LCN6	1	1
2454	LMLN	1	1
2455	LPIN3	1	1
2456	LRIG1	1	1
2457	MAN2A2	1	1
2458	MAP3K3	1	1
2459	MKRN2	1	1
2460	MON2	1	1
2461	MPP1	1	1
2462	NFIX	1	1
2463	NUDT12	1	1
2464	NXPE3	1	1
2465	OPN3	1	1
2466	OTUD4	1	1
2467	PANK2	1	1
2468	PCNX1	1	1
2469	PDCD1	1	1
2470	PDE3B	1	1
2471	PHC2	1	1
2472	PHRF1	1	1
2473	POGLUT1	1	1
2474	PPA2	1	1
2475	PPM1A	1	1
2476	PRDM4	1	1
2477	PRRT2	1	1
2478	PTGR2	1	1
2479	PVR	1	1
2480	QRFPR	1	1
2481	RAB11FIP1	1	1
2482	RALGPS1	1	1
2483	RAN	1	1
2484	RFC5	1	1
2485	RINT1	1	1
2486	RNF146	1	1
2487	RNF150	1	1
2488	RNF170	1	1
2489	RPL7A	1	1
2490	RPS6KL1	1	1
2491	SART3	1	1
2492	SDCBP	1	1
2493	SDHB	1	1
2494	SF3B1	1	1
2495	SFXN2	1	1
2496	SLC22A23	1	1
2497	SLC25A15	1	1
2498	SLC36A4	1	1
2499	SLC9A6	1	1
2500	SYNPO2	1	1
2501	TASP1	1	1
2502	TIMELESS	1	1
2503	TMEM19	1	1
2504	TMEM245	1	1
2505	TMTC1	1	1
2506	TRAFD1	1	1
2507	UBE3B	1	1
2508	UBR5	1	1
2509	UFSP2	1	1
2510	USP53	1	1
2511	USP7	1	1
2512	VANGL1	1	1
2513	VARS	1	1
2514	VWA7	1	1
2515	ZC3H18	1	1
2516	ZNF229	1	1
2517	ZNF302	1	1
2518	ZNF398	1	1
2519	ZNF592	1	1
2520	ZSCAN9	1	1
2521	ZZEF1	1	1
2522	CDK16	1	1
2523	CYP51A1	1	1
2524	DOCK9	1	1
2525	ENOX2	1	1
2526	EPT1	1	1
2527	FRMD5	1	1
2528	GPATCH4	1	1
2529	IL17RC	1	1
2530	METTL3	1	1
2531	MYO7B	1	1
2532	P2RX6	1	1
2533	PITX3	1	1
2534	RALGAPA2	1	1
2535	RASSF3	1	1
2536	RC3H2	1	1
2537	RECQL	1	1
2538	REST	1	1
2539	SKIL	1	1
2540	TAF9B	1	1
2541	TMEM168	1	1
2542	TMEM33	1	1
2543	TTN-AS1	1	1
2544	TUBA1A	1	1
2545	TUBGCP6	1	1
2546	VDAC1P8	1	1
2547	A2M	1	1
2548	AASDHPPT	1	1
2549	ABCB1	1	1
2550	ABCB6	1	1
2551	ABCC8	1	1
2552	ABCC9	1	1
2553	ABHD2	1	1
2554	ABLIM1	1	1
2555	ABLIM3	1	1
2556	AC004381.6	1	1
2557	AC011530.4	1	1
2558	AC013461.1	1	1
2559	ACACA	1	1
2560	ACAD10	1	1
2561	ACADSB	1	1
2562	ACAP2	1	1
2563	ACBD3	1	1
2564	ACBD5	1	1
2565	ACOX3	1	1
2566	ACTN2	1	1
2567	ACTR1A	1	1
2568	ADAL	1	1
2569	ADAM8	1	1
2570	ADCK1	1	1
2571	ADK	1	1
2572	AFF4	1	1
2573	AGFG1	1	1
2574	AGTPBP1	1	1
2575	AK2	1	1
2576	AK9	1	1
2577	AKAP2	1	1
2578	AKAP8	1	1
2579	AKAP8L	1	1
2580	AKIRIN1	1	1
2581	AKT2	1	1
2582	ALDH1L1	1	1
2583	ALDH3A2	1	1
2584	ALDOC	1	1
2585	ALKBH1	1	1
2586	ALOX5	1	1
2587	ALS2	1	1
2588	AMD1	1	1
2589	AMPD3	1	1
2590	ANAPC1	1	1
2591	ANAPC7	1	1
2592	ANKFY1	1	1
2593	ANKHD1	1	1
2594	ANKMY2	1	1
2595	ANKRD17	1	1
2596	ANKRD26	1	1
2597	ANKRD50	1	1
2598	ANKRD52	1	1
2599	ANO6	1	1
2600	ANXA5	1	1
2601	ANXA6	1	1
2602	ANXA7	1	1
2603	AP002884.2	1	1
2604	AP1G1	1	1
2605	AP2B1	1	1
2606	AP2M1	1	1
2607	APC	1	1
2608	APP	1	1
2609	APPL1	1	1
2610	APPL2	1	1
2611	ARCN1	1	1
2612	ARG2	1	1
2613	ARHGAP12	1	1
2614	ARHGAP21	1	1
2615	ARHGAP23	1	1
2616	ARHGAP24	1	1
2617	ARHGAP42	1	1
2618	ARHGAP44	1	1
2619	ARHGAP9	1	1
2620	ARL13B	1	1
2621	ARMCX2	1	1
2622	ARMCX3	1	1
2623	ARMCX5-GPRASP2	1	1
2624	ARMT1	1	1
2625	ARPC4-TTLL3	1	1
2626	ARRB2	1	1
2627	ARSK	1	1
2628	ARV1	1	1
2629	ASB1	1	1
2630	ASB13	1	1
2631	ASB15	1	1
2632	ASB2	1	1
2633	ASB7	1	1
2634	ASCC3	1	1
2635	ASF1B	1	1
2636	ATAD2	1	1
2637	ATF7	1	1
2638	ATF7IP	1	1
2639	ATF7IP2	1	1
2640	ATG16L1	1	1
2641	ATG4B	1	1
2642	ATG7	1	1
2643	ATMIN	1	1
2644	ATP2B4	1	1
2645	ATP5F1	1	1
2646	ATP5J2	1	1
2647	ATP5SL	1	1
2648	ATP6AP2	1	1
2649	ATP6V1C1	1	1
2650	ATP6V1E1	1	1
2651	ATRX	1	1
2652	ATXN1	1	1
2653	ATXN10	1	1
2654	ATXN3	1	1
2655	AVL9	1	1
2656	AZIN1	1	1
2657	B4GALT1-AS1	1	1
2658	B4GALT4	1	1
2659	BABAM1	1	1
2660	BAG6	1	1
2661	BAP1	1	1
2662	BAZ2A	1	1
2663	BBIP1	1	1
2664	BBS5	1	1
2665	BCKDK	1	1
2666	BCL7B	1	1
2667	BHLHB9	1	1
2668	BLOC1S5	1	1
2669	BORCS5	1	1
2670	BPTF	1	1
2671	BRE	1	1
2672	BRMS1	1	1
2673	BSDC1	1	1
2674	BSG	1	1
2675	BTBD7	1	1
2676	BTF3	1	1
2677	BTN2A3P	1	1
2678	BYSL	1	1
2679	C11orf58	1	1
2680	C12orf10	1	1
2681	C14orf166	1	1
2682	C16orf45	1	1
2683	C16orf70	1	1
2684	C16orf87	1	1
2685	C17orf62	1	1
2686	C17orf80	1	1
2687	C18orf8	1	1
2688	C19orf47	1	1
2689	C1orf27	1	1
2690	C2CD5	1	1
2691	C2orf40	1	1
2692	C3orf14	1	1
2693	C4orf36	1	1
2694	C5orf15	1	1
2695	C7orf73	1	1
2696	C8orf44	1	1
2697	C8orf46	1	1
2698	CA11	1	1
2699	CA4	1	1
2700	CABLES2	1	1
2701	CABP1	1	1
2702	CALCOCO1	1	1
2703	CALCOCO2	1	1
2704	CALCRL	1	1
2705	CALM3	1	1
2706	CALR	1	1
2707	CALU	1	1
2708	CAMSAP1	1	1
2709	CAPN7	1	1
2710	CAPS2	1	1
2711	CAPZA2	1	1
2712	CARM1	1	1
2713	CARS2	1	1
2714	CASC4	1	1
2715	CBX7	1	1
2716	CCDC117	1	1
2717	CCDC141	1	1
2718	CCDC18	1	1
2719	CCDC186	1	1
2720	CCDC25	1	1
2721	CCNB1	1	1
2722	CCNG1	1	1
2723	CCNI	1	1
2724	CCNK	1	1
2725	CCNT2	1	1
2726	CCNYL1	1	1
2727	CCPG1	1	1
2728	CCT4	1	1
2729	CD109	1	1
2730	CD209	1	1
2731	CD59	1	1
2732	CD86	1	1
2733	CDC123	1	1
2734	CDYL	1	1
2735	CENPN	1	1
2736	CEP104	1	1
2737	CEP120	1	1
2738	CEP250	1	1
2739	CEP350	1	1
2740	CEP57	1	1
2741	CEP85	1	1
2742	CERK	1	1
2743	CERS6	1	1
2744	CGGBP1	1	1
2745	CH17-472G23.4	1	1
2746	CHAF1A	1	1
2747	CHIC1	1	1
2748	CHKB-CPT1B	1	1
2749	CHMP2B	1	1
2750	CHN1	1	1
2751	CHST10	1	1
2752	CHURC1-FNTB	1	1
2753	CIPC	1	1
2754	CLCN7	1	1
2755	CLEC7A	1	1
2756	CLIC2	1	1
2757	CLINT1	1	1
2758	CLPTM1	1	1
2759	CLTCL1	1	1
2760	CLUH	1	1
2761	CMAS	1	1
2762	CMTR2	1	1
2763	CNKSR3	1	1
2764	CNOT7	1	1
2765	CNOT8	1	1
2766	CNST	1	1
2767	COBLL1	1	1
2768	COG5	1	1
2769	COG6	1	1
2770	COL3A1	1	1
2771	COLQ	1	1
2772	COPB2	1	1
2773	COPS3	1	1
2774	COQ10B	1	1
2775	COQ3	1	1
2776	CORO1C	1	1
2777	CORO6	1	1
2778	COX18	1	1
2779	CPD	1	1
2780	CPM	1	1
2781	CPNE1	1	1
2782	CPSF7	1	1
2783	CRAT	1	1
2784	CREB1	1	1
2785	CSGALNACT1	1	1
2786	CSNK1D	1	1
2787	CSNK1G3	1	1
2788	CTR9	1	1
2789	CTSS	1	1
2790	CUL9	1	1
2791	CWF19L1	1	1
2792	CYB5R1	1	1
2793	CYP2R1	1	1
2794	CYSTM1	1	1
2795	DAAM1	1	1
2796	DARS2	1	1
2797	DAZAP1	1	1
2798	DAZAP2	1	1
2799	DCAF13	1	1
2800	DCAF17	1	1
2801	DCAF7	1	1
2802	DCLK2	1	1
2803	DCTN2	1	1
2804	DCTN4	1	1
2805	DCTN5	1	1
2806	DDB1	1	1
2807	DDI2	1	1
2808	DDO	1	1
2809	DDOST	1	1
2810	DDX19B	1	1
2811	DDX20	1	1
2812	DDX52	1	1
2813	DENND5B	1	1
2814	DENND6A	1	1
2815	DEPDC5	1	1
2816	DGAT2	1	1
2817	DGCR2	1	1
2818	DHRS7	1	1
2819	DHRS7B	1	1
2820	DHX29	1	1
2821	DHX8	1	1
2822	DIABLO	1	1
2823	DIAPH1	1	1
2824	DIP2B	1	1
2825	DIRC2	1	1
2826	DIS3	1	1
2827	DLC1	1	1
2828	DMPK	1	1
2829	DNAJB2	1	1
2830	DNAJB4	1	1
2831	DNAJC10	1	1
2832	DNAJC16	1	1
2833	DNAJC3	1	1
2834	DNAL1	1	1
2835	DNMT1	1	1
2836	DNTTIP2	1	1
2837	DOCK2	1	1
2838	DOK7	1	1
2839	DOLPP1	1	1
2840	DPF2	1	1
2841	DPH5	1	1
2842	DPH7	1	1
2843	DPP7	1	1
2844	DPY19L4	1	1
2845	DROSHA	1	1
2846	DSCR3	1	1
2847	DSTN	1	1
2848	DTNA	1	1
2849	DUS2	1	1
2850	DUSP10	1	1
2851	DUSP13	1	1
2852	DUSP22	1	1
2853	DYNC1H1	1	1
2854	DYNC1LI2	1	1
2855	E2F6	1	1
2856	EAF1	1	1
2857	ECI2	1	1
2858	EDEM1	1	1
2859	EDEM2	1	1
2860	EDEM3	1	1
2861	EEA1	1	1
2862	EEF2KMT	1	1
2863	EEFSEC	1	1
2864	EFNA5	1	1
2865	EFR3B	1	1
2866	EHBP1L1	1	1
2867	EIF2AK1	1	1
2868	EIF3H	1	1
2869	EIF5	1	1
2870	EMC1	1	1
2871	EMSY	1	1
2872	ENO2	1	1
2873	ENTPD4	1	1
2874	EP300	1	1
2875	EP400	1	1
2876	EPS15	1	1
2877	ERAL1	1	1
2878	ERAP1	1	1
2879	ERCC2	1	1
2880	ERMP1	1	1
2881	ERO1A	1	1
2882	ETFA	1	1
2883	ETFDH	1	1
2884	ETHE1	1	1
2885	EXOC5	1	1
2886	EXOSC2	1	1
2887	EXOSC9	1	1
2888	EXTL3	1	1
2889	EYA3	1	1
2890	F8	1	1
2891	FAAP100	1	1
2892	FAM134A	1	1
2893	FAM168A	1	1
2894	FAM208A	1	1
2895	FAM210A	1	1
2896	FAM214A	1	1
2897	FAM21C	1	1
2898	FAM234A	1	1
2899	FAM98A	1	1
2900	FANCI	1	1
2901	FASTKD1	1	1
2902	FBXO10	1	1
2903	FBXO22	1	1
2904	FBXO3	1	1
2905	FCHO2	1	1
2906	FERMT2	1	1
2907	FGD6	1	1
2908	FGFR1OP	1	1
2909	FKBP14	1	1
2910	FKBP5	1	1
2911	FN1	1	1
2912	FNBP1	1	1
2913	FRS2	1	1
2914	FSTL1	1	1
2915	FTSJ1	1	1
2916	FTSJ3	1	1
2917	FXN	1	1
2918	FYTTD1	1	1
2919	GAB2	1	1
2920	GABARAPL1	1	1
2921	GABRA4	1	1
2922	GABRB1	1	1
2923	GALNS	1	1
2924	GAS7	1	1
2925	GAS8	1	1
2926	GCC2	1	1
2927	GDAP1	1	1
2928	GDI2	1	1
2929	GGCT	1	1
2930	GGT5	1	1
2931	GJC1	1	1
2932	GLCCI1	1	1
2933	GLG1	1	1
2934	GMFG	1	1
2935	GMIP	1	1
2936	GNL3	1	1
2937	GNLY	1	1
2938	GNPNAT1	1	1
2939	GOLGA2	1	1
2940	GOLT1B	1	1
2941	GOPC	1	1
2942	GPATCH8	1	1
2943	GPBP1L1	1	1
2944	GPCPD1	1	1
2945	GPD1L	1	1
2946	GPN3	1	1
2947	GPR89B	1	1
2948	GRB2	1	1
2949	GRSF1	1	1
2950	GSTA4	1	1
2951	GTF2E1	1	1
2952	GTF2F1	1	1
2953	GTF2I	1	1
2954	GTPBP1	1	1
2955	GTPBP4	1	1
2956	GYS1	1	1
2957	HACD1	1	1
2958	HACD3	1	1
2959	HACE1	1	1
2960	HARS	1	1
2961	HCFC1	1	1
2962	HCFC2	1	1
2963	HDAC1	1	1
2964	HEG1	1	1
2965	HERC2	1	1
2966	HERC2P3	1	1
2967	HERC3	1	1
2968	HERC6	1	1
2969	HERPUD1	1	1
2970	HEXA	1	1
2971	HIBADH	1	1
2972	HIPK1	1	1
2973	HIVEP2	1	1
2974	HMGCR	1	1
2975	HNMT	1	1
2976	HNRNPM	1	1
2977	HNRNPR	1	1
2978	HSD17B12	1	1
2979	HSD17B4	1	1
2980	HSDL2	1	1
2981	HSPB2-C11orf52	1	1
2982	IARS	1	1
2983	IBTK	1	1
2984	ICE2	1	1
2985	IDI1	1	1
2986	IFRD1	1	1
2987	IFT46	1	1
2988	IGF1R	1	1
2989	IGHMBP2	1	1
2990	IL1RAP	1	1
2991	ILDR2	1	1
2992	ILF3	1	1
2993	INSIG2	1	1
2994	INTS12	1	1
2995	INTS4	1	1
2996	INTS7	1	1
2997	IPO7	1	1
2998	IQCE	1	1
2999	IQGAP1	1	1
3000	IRAK1BP1	1	1
3001	ITCH	1	1
3002	ITGA6	1	1
3003	ITGA9	1	1
3004	ITGAM	1	1
3005	ITGB1BP1	1	1
3006	ITGB3BP	1	1
3007	IZUMO4	1	1
3008	JADE1	1	1
3009	KALRN	1	1
3010	KANSL2	1	1
3011	KARS	1	1
3012	KBTBD11-OT1	1	1
3013	KCTD20	1	1
3014	KCTD7	1	1
3015	KDELC2	1	1
3016	KDELR2	1	1
3017	KDM4B	1	1
3018	KDM5A	1	1
3019	KDSR	1	1
3020	KHSRP	1	1
3021	KIAA0100	1	1
3022	KIAA0586	1	1
3023	KIAA0922	1	1
3024	KIAA1841	1	1
3025	KIF1BP	1	1
3026	KIF5B	1	1
3027	KIZ	1	1
3028	KLC2	1	1
3029	KLHL24	1	1
3030	KLHL25	1	1
3031	KLHL7	1	1
3032	KLHL8	1	1
3033	KNSTRN	1	1
3034	KPNA1	1	1
3035	KPNA4	1	1
3036	KTN1	1	1
3037	LAMA2	1	1
3038	LARS2	1	1
3039	LDHB	1	1
3040	LETMD1	1	1
3041	LGALS3BP	1	1
3042	LILRA6	1	1
3043	LINC00893	1	1
3044	LINC01420	1	1
3045	LIPE	1	1
3046	LMBR1	1	1
3047	LONP2	1	1
3048	LOX	1	1
3049	LPL	1	1
3050	LRP1	1	1
3051	LRP4	1	1
3052	LRP5	1	1
3053	LRP6	1	1
3054	LRP8	1	1
3055	LRRC2	1	1
3056	LRRC28	1	1
3057	LRSAM1	1	1
3058	LSM2	1	1
3059	LTBP1	1	1
3060	LUZP1	1	1
3061	LYPLA2	1	1
3062	LYRM7	1	1
3063	LYSMD4	1	1
3064	LYZ	1	1
3065	MAEL	1	1
3066	MAK16	1	1
3067	MAN2C1	1	1
3068	MANBA	1	1
3069	MAP1B	1	1
3070	MAP2K7	1	1
3071	MAP4	1	1
3072	MAP7D3	1	1
3073	MAPK1	1	1
3074	MAPK14	1	1
3075	MAPK4	1	1
3076	MAPK8	1	1
3077	MAPKAPK5	1	1
3078	MAPRE2	1	1
3079	MARCH6	1	1
3080	MARCO	1	1
3081	MBOAT7	1	1
3082	MCM3	1	1
3083	MCM5	1	1
3084	MCM8	1	1
3085	MCOLN1	1	1
3086	MDGA1	1	1
3087	MDM4	1	1
3088	MECP2	1	1
3089	MED14	1	1
3090	MED29	1	1
3091	MEF2A	1	1
3092	MEGF8	1	1
3093	MEIS1	1	1
3094	METTL15	1	1
3095	METTL2A	1	1
3096	METTL2B	1	1
3097	MFAP3	1	1
3098	MFGE8	1	1
3099	MGAT5	1	1
3100	MGRN1	1	1
3101	MIA3	1	1
3102	MIIP	1	1
3103	MILR1	1	1
3104	MKLN1	1	1
3105	MLEC	1	1
3106	MLPH	1	1
3107	MLX	1	1
3108	MMD	1	1
3109	MMS19	1	1
3110	MON1B	1	1
3111	MORC3	1	1
3112	MORF4L1	1	1
3113	MPP2	1	1
3114	MPP5	1	1
3115	MPPE1	1	1
3116	MPV17L	1	1
3117	MPV17L2	1	1
3118	MRE11A	1	1
3119	MRPL4	1	1
3120	MRPL48	1	1
3121	MRPL49	1	1
3122	MRPS27	1	1
3123	MRPS35	1	1
3124	MRPS36	1	1
3125	MRRF	1	1
3126	MRS2	1	1
3127	MS4A4A	1	1
3128	MS4A6A	1	1
3129	MS4A7	1	1
3130	MSI1	1	1
3131	MSL3	1	1
3132	MSMO1	1	1
3133	MSR1	1	1
3134	MTCH2	1	1
3135	MTHFD1	1	1
3136	MTSS1L	1	1
3137	MYEF2	1	1
3138	MYL12A	1	1
3139	MYO18B	1	1
3140	MYO19	1	1
3141	MYO5A	1	1
3142	MYOF	1	1
3143	MYPN	1	1
3144	NACA	1	1
3145	NAP1L4	1	1
3146	NAPG	1	1
3147	NARS2	1	1
3148	NAV1	1	1
3149	NBEA	1	1
3150	NBEAL1	1	1
3151	NBR1	1	1
3152	NCAPG2	1	1
3153	NCF4	1	1
3154	NCSTN	1	1
3155	NDUFS3	1	1
3156	NECAP1	1	1
3157	NECTIN3	1	1
3158	NEK10	1	1
3159	NEMP1	1	1
3160	NEPRO	1	1
3161	NFATC3	1	1
3162	NFIC	1	1
3163	NFS1	1	1
3164	NGLY1	1	1
3165	NIPA2	1	1
3166	NIPSNAP3B	1	1
3167	NLE1	1	1
3168	NOLC1	1	1
3169	NONO	1	1
3170	NOTCH2	1	1
3171	NPM3	1	1
3172	NR2C1	1	1
3173	NR3C2	1	1
3174	NRDC	1	1
3175	NRDE2	1	1
3176	NRP1	1	1
3177	NSD1	1	1
3178	NSRP1	1	1
3179	NT5C3B	1	1
3180	NT5DC2	1	1
3181	NTMT1	1	1
3182	NUBPL	1	1
3183	NUDT13	1	1
3184	NUP107	1	1
3185	NUP88	1	1
3186	NUP98	1	1
3187	NUTM2B-AS1	1	1
3188	OLFM1	1	1
3189	OLFML2A	1	1
3190	OMA1	1	1
3191	ORC2	1	1
3192	ORC3	1	1
3193	ORC6	1	1
3194	OSBP	1	1
3195	OSGIN1	1	1
3196	OSTC	1	1
3197	OXR1	1	1
3198	P2RX5	1	1
3199	P2RY6	1	1
3200	PACS2	1	1
3201	PACSIN3	1	1
3202	PAF1	1	1
3203	PAFAH1B1	1	1
3204	PAIP1	1	1
3205	PAIP2	1	1
3206	PALM2	1	1
3207	PANK3	1	1
3208	PAPOLA	1	1
3209	PAPOLG	1	1
3210	PARM1	1	1
3211	PARVG	1	1
3212	PBX3	1	1
3213	PCCA	1	1
3214	PCF11	1	1
3215	PCMTD1	1	1
3216	PCNT	1	1
3217	PDE4D	1	1
3218	PDHX	1	1
3219	PDIA3	1	1
3220	PDP1	1	1
3221	PDPR	1	1
3222	PDS5A	1	1
3223	PDXDC2P	1	1
3224	PEAK1	1	1
3225	PELI3	1	1
3226	PEX11A	1	1
3227	PEX3	1	1
3228	PEX5	1	1
3229	PFAS	1	1
3230	PFDN5	1	1
3231	PFKP	1	1
3232	PGAP2	1	1
3233	PGGT1B	1	1
3234	PGM5	1	1
3235	PHACTR2	1	1
3236	PHC3	1	1
3237	PHF10	1	1
3238	PHF23	1	1
3239	PHF3	1	1
3240	PHLPP2	1	1
3241	PHYH	1	1
3242	PHYKPL	1	1
3243	PIAS2	1	1
3244	PICALM	1	1
3245	PICK1	1	1
3246	PIGP	1	1
3247	PIGQ	1	1
3248	PIGU	1	1
3249	PIK3C3	1	1
3250	PIP4K2C	1	1
3251	PISD	1	1
3252	PITRM1	1	1
3253	PKD2	1	1
3254	PKM	1	1
3255	PKN2	1	1
3256	PLA2G4A	1	1
3257	PLBD1	1	1
3258	PLBD2	1	1
3259	PLEC	1	1
3260	PLEKHA2	1	1
3261	PLEKHA4	1	1
3262	PLEKHA5	1	1
3263	PLEKHM2	1	1
3264	PLIN3	1	1
3265	PLPP5	1	1
3266	PLRG1	1	1
3267	PLTP	1	1
3268	PLXNA3	1	1
3269	PLXND1	1	1
3270	PMP22	1	1
3271	PNKP	1	1
3272	PNPLA8	1	1
3273	PNPT1	1	1
3274	POLD3	1	1
3275	POLH	1	1
3276	POLR3A	1	1
3277	POLR3E	1	1
3278	POLR3GL	1	1
3279	POM121C	1	1
3280	PON2	1	1
3281	POT1	1	1
3282	PPP1CB	1	1
3283	PPP1R13B	1	1
3284	PPP1R1C	1	1
3285	PPP1R7	1	1
3286	PPP2R3A	1	1
3287	PPP2R5E	1	1
3288	PPP3CA	1	1
3289	PPP4R2	1	1
3290	PPP5C	1	1
3291	PRADC1	1	1
3292	PRDM10	1	1
3293	PRKACB	1	1
3294	PRKAG2	1	1
3295	PRMT9	1	1
3296	PRODH	1	1
3297	PRPF39	1	1
3298	PRPF40A	1	1
3299	PRPF8	1	1
3300	PSEN1	1	1
3301	PSMA4	1	1
3302	PSMB7	1	1
3303	PSMC5	1	1
3304	PSMD12	1	1
